DEVICE KERNEL DURATION [ns],NUM_TILES,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_MEMORY
2137,100,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
2140,100,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
2122,100,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7222,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7364,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7263,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7198,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7323,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7313,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7375,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7333,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7320,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
7305,1000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12311,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12397,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12405,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12389,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12390,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12296,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12301,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12374,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12418,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
12403,2000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27494,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27563,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27498,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27554,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27659,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27720,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27434,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27631,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27464,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
27669,5000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
43020,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
42970,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
42961,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
42951,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
43182,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
42926,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
42920,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
42964,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
43183,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
42940,8000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53496,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53436,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53403,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53507,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53546,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53463,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53573,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53706,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53434,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
53565,10000,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66230,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66131,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66521,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66471,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66601,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66257,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66337,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66274,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66167,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
66378,12500,BFLOAT4_B,L1_INTERLEAVED,L1_INTERLEAVED
1657,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1662,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1703,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1661,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1671,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1667,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1659,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1674,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1665,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1666,1,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1766,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1792,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1776,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1772,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1778,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1781,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1816,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1770,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1774,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1891,10,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2377,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2438,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2370,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2395,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2450,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2427,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2406,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2406,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2362,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2487,100,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
9164,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
9215,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
9189,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
8986,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
9273,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
8987,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
9166,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
9149,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
9071,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
9188,1000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
16038,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
15985,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
16459,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
16024,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
16160,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
16270,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
16114,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
16070,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
15985,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
16214,2000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
38108,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
38208,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
38069,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
38401,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
37827,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
38494,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
37965,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
38203,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
38432,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
38064,5000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58731,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58331,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58743,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58302,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58414,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58159,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58067,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58786,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
58388,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
59266,8000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
74049,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
74816,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
74601,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
74881,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
75028,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
74623,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
74498,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
75122,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
74380,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
74311,10000,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
91868,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
91489,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
90929,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
91911,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
91006,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
90353,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
91197,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
91145,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
91485,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
91994,12500,BFLOAT4_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1682,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1679,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1683,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1674,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1687,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1697,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1684,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1684,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1685,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1696,1,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1871,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1779,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1782,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1792,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1763,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1955,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1774,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1926,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1856,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1777,10,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2492,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2487,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2564,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2451,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2424,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2582,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2451,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2561,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2518,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2554,100,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9602,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9491,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9492,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9386,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9446,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9529,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9467,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9491,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9474,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
9576,1000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16697,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16720,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16564,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
17056,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16913,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16709,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16547,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16832,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16808,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
16849,2000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39779,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
40151,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39387,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39957,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39624,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39805,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39582,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39920,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39607,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
39796,5000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
61409,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
61499,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
61040,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
61212,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
60974,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
61693,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
60753,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
61643,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
61503,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
61753,8000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
78480,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
78719,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
77628,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
78247,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
77798,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
78550,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
77674,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
78130,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
78799,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
78115,10000,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
95021,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
95061,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
95154,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
95349,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
96340,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
97266,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
95719,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
96888,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
95769,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
95206,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1781,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1805,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1780,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1789,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1788,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1801,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1815,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1780,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1786,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1790,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2053,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2084,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2005,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1926,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1927,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2012,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1900,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2017,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1907,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1915,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2624,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2706,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2580,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2772,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2638,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2688,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2601,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2714,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2726,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2639,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10582,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10484,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10365,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
9982,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
9951,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10764,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10625,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10071,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
9880,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10128,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
17963,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18389,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18226,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
17768,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
17652,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18098,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
17885,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18255,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
17891,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
17722,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42215,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42365,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42280,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42680,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42031,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
41907,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42838,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42112,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42354,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42498,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
65368,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
65297,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
65197,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
65127,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
64705,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
65180,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
65157,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
64921,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
65407,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
64537,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
84377,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
85444,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
84579,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
85297,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
83618,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
84788,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
84830,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
84134,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
83600,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
85257,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
104112,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103083,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103446,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103335,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
102793,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103470,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103174,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
100910,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103216,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
